,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1
84,4200,3.532445407472551e-05,1.3815036254527513e-05,1.8919125068350695e-05,2.091847090923693e-05,2.590291842352599e-06,24,0.00012022643204545602,1.7923935956787318e-05,9.726053394842893e-05,2.103813130815979e-05,5.041960321250372e-06,30
85,4250,2.8597323762369342e-05,7.543074843852082e-06,1.851733759394847e-05,2.0971972844563425e-05,2.5369113245687913e-06,24,0.00013090428547002375,2.9993694624863565e-05,9.593521826900542e-05,2.1077239580336027e-05,4.975380761607084e-06,30
86,4300,4.335871199145913e-05,2.2517848265124485e-05,1.834471731854137e-05,2.102538746839855e-05,2.4961473172879778e-06,24,0.0001237428659806028,2.3962438717717305e-05,9.486317139817402e-05,2.111612047883682e-05,4.9172513172379695e-06,30
87,4350,5.08907251060009e-05,3.0505554605042562e-05,1.79460366780404e-05,2.1077095880173147e-05,2.439135187159991e-06,24,0.00012075980339432135,2.2027033992344514e-05,9.389214392285794e-05,2.1153344277990982e-05,4.840623205382144e-06,30
88,4400,2.541108915465884e-05,5.341595624486217e-06,1.7684626072878018e-05,2.1126281353645027e-05,2.384866547799902e-06,24,0.00012042078742524609,2.295718513778411e-05,9.2691057943739e-05,2.119016062351875e-05,4.772545707965037e-06,30
89,4450,2.79751984635368e-05,8.266797522082925e-06,1.7357859178446233e-05,2.1175597794353962e-05,2.3505415356339654e-06,24,0.0001158654922619462,1.9496403183438815e-05,9.165259689325467e-05,2.1226605895208195e-05,4.716490366263315e-06,30
90,4500,3.952498082071543e-05,2.0235853298800066e-05,1.6993097233353183e-05,2.1223406292847358e-05,2.2960323349252576e-06,24,0.00014410627773031592,4.857434760197066e-05,9.08813817659393e-05,2.1261264919303358e-05,4.650542450690409e-06,30
91,4550,3.0215362130547874e-05,1.0804296834976412e-05,1.715447797323577e-05,2.127027983078733e-05,2.256587777083041e-06,24,0.00013969124120194465,4.570506644085981e-05,8.938476821640506e-05,2.1295916667440906e-05,4.6014038161956705e-06,30
92,4600,2.452059561619535e-05,5.61789875064278e-06,1.6674997823429294e-05,2.1316573111107573e-05,2.2276988147496013e-06,24,0.00012715015327557921,3.4035667340504006e-05,8.856735803419724e-05,2.13295661524171e-05,4.547123353404459e-06,30
93,4650,3.181479769409634e-05,1.2998896636418067e-05,1.662455360929016e-05,2.1362096958910115e-05,2.1913467662670882e-06,24,0.00011165537580382079,1.9733184672077186e-05,8.744150545680895e-05,2.136252078344114e-05,4.4806874939240515e-06,30
94,4700,2.6569299734546803e-05,8.11764857644448e-06,1.6315587345161475e-05,2.1406280211522244e-05,2.136064267688198e-06,24,0.00011132189683848992,2.0268160369596444e-05,8.662346954224631e-05,2.1393932911450975e-05,4.430267381394515e-06,30
95,4750,2.2568037820747122e-05,4.440989869181067e-06,1.6025849618017673e-05,2.1449644918902777e-05,2.101198333548382e-06,24,0.0001072333543561399,1.7462867617723532e-05,8.539231203030795e-05,2.1424451915663667e-05,4.3781751628557686e-06,30
96,4800,2.628268521220889e-05,8.339554369740654e-06,1.585784411872737e-05,2.149166539311409e-05,2.0852862689935137e-06,24,0.0001090165096684359,2.0236786440364085e-05,8.443846309091896e-05,2.1454676243592985e-05,4.341261956142262e-06,30
97,4850,2.4826145818224177e-05,7.183626166806789e-06,1.5610929040121846e-05,2.1533836843445897e-05,2.031591748163919e-06,24,0.0001052376173902303,1.758491271175444e-05,8.336692553712055e-05,2.1484762328327633e-05,4.285777777113253e-06,30
98,4900,2.8005546482745558e-05,1.0486268365639262e-05,1.551953755551949e-05,2.1575571736320853e-05,1.999741243707831e-06,24,0.00010305204341420904,1.6392883480875753e-05,8.242664625868201e-05,2.1514078980544582e-05,4.232514584145974e-06,30
99,4950,2.8706188459182158e-05,1.1486029507068451e-05,1.5239266758726444e-05,2.1616677258862182e-05,1.9808926481346134e-06,24,0.00010476737952558324,1.8975784769281745e-05,8.159731078194454e-05,2.1542949980357662e-05,4.194285338599002e-06,30
100,5000,2.6331596018280834e-05,9.261393643100746e-06,1.5134487512113992e-05,2.1656922399415635e-05,1.9357150904397713e-06,24,0.00010153076436836272,1.6891011910047382e-05,8.048014569794759e-05,2.1570918761426583e-05,4.1596094888518564e-06,30
