,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4
40,2000,0.00010993042815243825,4.5141252485336736e-05,6.356168887577951e-05,1.227493612532271e-06,0.0,13,6.515388668049127e-05,2.346309702261351e-05,3.980586552643217e-05,1.8849265188691788e-06,0.0,18,0.00010719829879235476,3.671561353257857e-05,6.801290874136612e-05,2.469783794367686e-06,0.0,23,9.136454900726676e-05,2.5651479518273845e-05,6.40128564555198e-05,1.7002173535729526e-06,0.0,19,6.215461326064542e-05,1.938349123520311e-05,4.113764225621708e-05,1.6334781776095042e-06,0.0,17
41,2050,0.000109048567537684,4.608541712514125e-05,6.175003363750875e-05,1.213114160236728e-06,0.0,13,6.706169369863346e-05,2.4756443963269703e-05,4.044964589411393e-05,1.8556036138761556e-06,0.0,18,0.00010677771206246689,3.4989290725206956e-05,6.936029967619106e-05,2.428126435916056e-06,0.0,23,9.058775322046131e-05,2.5274281142628752e-05,6.363934517139569e-05,1.6741244053264381e-06,0.0,19,6.095348362578079e-05,1.8832844943972304e-05,4.0519800677429885e-05,1.6008377770049265e-06,0.0,17
42,2100,0.00010561173257883638,4.2495459638303146e-05,6.191738793859258e-05,1.1988914820904029e-06,0.0,13,6.929725350346416e-05,2.5782364900805987e-05,4.167930455878377e-05,1.8355850670559448e-06,0.0,18,0.00010457237658556551,3.425524482736364e-05,6.792279600631446e-05,2.3943375708768144e-06,0.0,23,8.253951091319323e-05,2.329526250832714e-05,5.759636769653298e-05,1.6478804809594294e-06,0.0,19,6.079034210415557e-05,1.9049854017794132e-05,4.017165701952763e-05,1.5688307257732959e-06,0.0,17
43,2150,0.0001061164730344899,4.326957787270658e-05,6.16621327935718e-05,1.1847681662402465e-06,0.0,13,6.243219831958413e-05,2.262240923300851e-05,3.7993842852301896e-05,1.815948394323641e-06,0.0,18,0.00010525568359298632,3.4667424188228324e-05,6.822924478910863e-05,2.3590198452438926e-06,0.0,22,8.08762270025909e-05,2.3140402845456265e-05,5.611662709270604e-05,1.6191952454391867e-06,0.0,19,5.970795245957561e-05,1.8708658899413422e-05,3.94619710277766e-05,1.5373217365777236e-06,0.0,17
44,2200,0.0001045135359163396,4.1827741370070726e-05,6.151421985123307e-05,1.171573558167438e-06,0.0,13,6.084204142098315e-05,2.2376543711288832e-05,3.666780321509577e-05,1.7976964272747864e-06,0.0,18,0.00010255178494844586,3.274182017776184e-05,6.74855473334901e-05,2.324418801435968e-06,0.0,22,7.013741560513154e-05,1.774584779923316e-05,5.078543836134486e-05,1.6061287624324905e-06,0.0,18,5.920624971622601e-05,1.8640248526935466e-05,3.9059847040334716e-05,1.5061535805216408e-06,0.0,17
45,2250,0.00010450898116687313,4.198109309072606e-05,6.136920274002478e-05,1.1586872687985306e-06,0.0,13,6.378519901772961e-05,2.3428099666489288e-05,3.855927934637293e-05,1.7978220512304688e-06,0.0,17,9.946485079126433e-05,3.285485217929818e-05,6.43204475636594e-05,2.289547865075292e-06,0.0,22,7.213945355033502e-05,1.9844655980705284e-05,5.071778650744818e-05,1.5770108348078793e-06,0.0,18,5.876738578081131e-05,1.8988603187608533e-05,3.8303340261336416e-05,1.4754423318663612e-06,0.0,17
46,2300,0.0001051489743986167,4.3247790017630905e-05,6.0755173763027415e-05,1.1460115274530835e-06,0.0,13,6.086394205340184e-05,2.2249783796723932e-05,3.68278197129257e-05,1.7863401353679365e-06,0.0,16,0.00010045104136224836,3.282200123067014e-05,6.537552690133452e-05,2.2535095922648907e-06,0.0,22,6.755559297744185e-05,1.744614382914733e-05,4.85658019897528e-05,1.5436472722285544e-06,0.0,18,5.7388235291000456e-05,1.9148381397826597e-05,3.6795037885895e-05,1.4448153251578333e-06,0.0,17
47,2350,0.0001040370698319748,4.169531166553497e-05,6.120785837993026e-05,1.1338968306517927e-06,0.0,13,6.169252446852624e-05,2.3747581508359872e-05,3.6168417864246294e-05,1.7765280517778592e-06,0.0,16,9.873086673906073e-05,3.151075361529365e-05,6.500290328403935e-05,2.217213250332861e-06,0.0,22,7.685786840738729e-05,2.0811508875340223e-05,5.453221092466265e-05,1.5141507674343302e-06,0.0,18,5.5531934776809067e-05,1.8398261090624146e-05,3.571926208678633e-05,1.4144096667223494e-06,0.0,17
48,2400,0.00010304789611836895,4.163161793258041e-05,6.029446012689732e-05,1.1218124882361735e-06,0.0,13,6.284037954173982e-05,2.4689292331459e-05,3.638601629063487e-05,1.765071374393301e-06,0.0,16,9.572086855769157e-05,3.114470382570289e-05,6.239166395971552e-05,2.184503273383598e-06,0.0,22,6.445338658522815e-05,1.6712247088435106e-05,4.625085784937255e-05,1.4902868770150235e-06,0.0,18,5.74913174204994e-05,1.840478762460407e-05,3.773050048039295e-05,1.3560298839365714e-06,0.0,16
49,2450,0.00010220185504294932,4.0714014176046476e-05,6.037719867890701e-05,1.1106493502666126e-06,0.0,13,5.8745965361595154e-05,2.1681269572582096e-05,3.531027687131427e-05,1.7544190313856234e-06,0.0,16,9.661880176281556e-05,3.103269773419015e-05,6.343134737107903e-05,2.1547521100728773e-06,0.0,22,6.37548218946904e-05,1.727902599668596e-05,4.5015800424152985e-05,1.459995814911963e-06,0.0,17,5.907000377192162e-05,1.8793656636262313e-05,3.896468479069881e-05,1.311661435465794e-06,0.0,15
